Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2008-01-02,25.340923309326172,25.873354554780697,25.182631603801788,25.751040233012965,63004200
2008-01-03,25.44883918762207,25.650302043201926,25.081893593542457,25.34091530451073,49599600
2008-01-04,24.736526489257812,25.326519029747125,24.5278698544125,25.319322459062793,72090800
2008-01-07,24.902021408081055,25.038726111530206,24.64299965865018,24.858850201613052,80164300
2008-01-08,24.06739616394043,24.973969499622914,24.031421532586634,24.973969499622914,79148300
2008-01-09,24.779701232910156,24.851653234604036,23.995442254920313,24.002638827433813,74305500
2008-01-10,24.700565338134766,24.822879659586345,24.304836075346667,24.714952997973406,72446000
2008-01-11,24.39836883544922,24.635806359090502,24.261664129063664,24.56385434676498,55187900
2008-01-14,24.743724822998047,24.873235672034752,24.520680495525514,24.794089848213652,52792200
2008-01-15,24.463125228881836,24.7365373970116,24.463125228881836,24.484709461077514,61606200
2008-01-16,23.909107208251953,24.21130018426525,23.391063674908445,24.04581192080038,120778500
2008-01-17,23.82276153564453,24.319217966964295,23.722031483900352,24.132148262966258,94247800
2008-01-18,23.75081443786621,24.463124263798637,23.72203637763686,23.8587410839643,117062000
2008-01-22,22.995344161987305,23.405461168563775,22.66437302416938,22.693153839116047,108521400
2008-01-23,22.9737491607666,23.06008882047007,22.33339142397998,22.649972006018228,137597400
2008-01-24,23.923500061035156,24.002645913921157,23.11046004232765,23.27594557804882,155640400
2008-01-25,23.700456619262695,25.18263558765275,23.650091567662546,25.11068629813524,196992300
2008-01-28,23.542163848876953,23.81557330084325,23.326310525644903,23.758014427419983,81019000
2008-01-29,23.455820083618164,23.664476820338376,23.27594415431223,23.635696012924097,68023000
2008-01-30,23.168020248413086,23.599721380962546,23.06009359293129,23.42704202581831,106432600
2008-01-31,23.455820083618164,23.556552909568133,22.822657416292827,22.959363506821777,103642200
2008-02-01,21.908889770507812,23.92349972470289,21.764988471346236,22.347786125496075,291138900
2008-02-04,21.72181510925293,22.10315115722779,21.66425487338818,21.93766565065967,119998600
2008-02-05,20.915973663330078,21.54194252578317,20.786462769557403,21.520356919372894,137534100
2008-02-06,20.520238876342773,21.117426689401107,20.354753410971608,21.06706166710066,138315600
2008-02-07,20.232440948486328,20.707313193872064,20.07414928512832,20.39073123950019,164964900
2008-02-08,20.549020767211914,20.923162938267897,20.318779853437185,20.354755853929547,124872000
2008-02-11,20.297195434570312,20.584997965884796,20.081344908428626,20.520242533573455,156814100
2008-02-12,20.390727996826172,20.592189457996692,20.225242531763207,20.455483417475843,84365900
2008-02-13,20.83683204650879,20.90158750655435,20.527446525823603,20.592201985869163,88986200
2008-02-14,20.50585174560547,20.894384332142135,20.47707094407943,20.779262498382117,69113500
2008-02-15,20.44829559326172,20.60658591619313,20.325979907068767,20.3691497456238,68166100
2008-02-19,20.34716796875,20.83110847476727,20.27493777516843,20.802215846264097,68261200
2008-02-20,20.383281707763672,20.412174335318646,20.166592511806623,20.33272098721878,93056200
2008-02-21,20.296602249145508,20.91777845457866,20.195479451959077,20.672198061149935,98776500
2008-02-22,19.99325180053711,20.50608382067832,19.64654834655344,20.397739163518057,125705400
2008-02-25,20.108808517456055,20.397727902944386,19.848780381678406,19.971571292720487,109974300
2008-02-26,20.498851776123047,20.84555645753011,19.986019978231095,20.036580704482247,108923500
2008-02-27,20.412179946899414,20.715545731244372,20.296612160261017,20.361619212454702,75199500
2008-02-28,20.173826217651367,20.41940816957895,20.07992650667357,20.23883328596614,83002900
2008-02-29,19.646543502807617,20.101591501762,19.516529395198727,20.000470030366966,117411400
2008-03-03,19.494857788085938,19.783777230274328,19.408182644267704,19.675432611663254,76544300
2008-03-04,19.928234100341797,19.95712535059038,19.47318485425877,19.51652379614613,86925600
2008-03-05,20.31105613708496,20.52052220959655,20.007690387704038,20.043804800237456,106489800
2008-03-06,19.91379165649414,20.347171515858022,19.86323092547573,20.267718151299608,91127700
2008-03-07,20.130477905273438,20.274936908585822,19.733212546392714,19.747658860026842,77597600
2008-03-10,20.260488510131836,20.412172032329227,20.043799338622595,20.101583209536802,72175100
2008-03-11,21.14892578125,21.1922633571507,20.498855254355988,20.51330157221512,98740700
2008-03-12,20.67943572998047,21.300613790435325,20.61443003725287,21.257276202724565,75993800
2008-03-13,20.672203063964844,20.939452988111835,20.339944725959512,20.614419184878223,84552200
2008-03-14,20.19548797607422,20.95390307554237,19.964352418106376,20.74443561508614,105214900
2008-03-17,20.441064834594727,20.7516536810242,19.704320768788453,19.718765704359207,84490100
2008-03-18,21.250045776367188,21.29338334926069,20.708321293330304,20.708321293330304,83695300
2008-03-19,20.672203063964844,21.37283277009967,20.672203063964844,21.22114922644957,61442100
2008-03-20,21.076684951782227,21.105576195269187,20.650528433360506,20.75887300736962,60170200
2008-03-24,21.069469451904297,21.235597950924717,20.99001609251344,21.18503722319472,48294700
2008-03-25,21.04779624938965,21.213926096655474,20.903337249706826,21.18503347011315,49149000
2008-03-26,20.628864288330078,20.997237037116946,20.498850214913965,20.96834578617801,45868100
2008-03-27,20.260488510131836,20.578300488998057,20.22437410743901,20.57107733292426,47894400
2008-03-28,20.15937042236328,20.534966334407986,20.101586541869974,20.39050594433652,49244000
2008-03-31,20.498851776123047,20.650535332552973,20.10881090384524,20.137702156984556,46780600
2008-04-01,21.30783462524414,21.33672726568194,20.679433472491297,20.823893919326434,65796200
2008-04-02,21.062246322631836,21.365612067100876,20.946678551184252,21.35838890917584,49499400
2008-04-03,20.946680068969727,21.17781562861286,20.802219655354463,20.946680068969727,38961400
2008-04-04,21.062246322631836,21.134476524205706,20.7588805781628,21.040576848856723,43860800
2008-04-07,21.062246322631836,21.372835225025913,20.968348024959365,21.343942593325764,44428600
2008-04-08,20.76609992980957,20.946674711807916,20.614417774215564,20.903337149877665,44733500
2008-04-09,20.867223739624023,20.97556972328374,20.614420118221773,20.744432818795897,45839300
2008-04-10,21.026132583618164,21.23559865944212,20.80221881380523,20.823888288273867,65591600
2008-04-11,20.426618576049805,20.953896576329132,20.376056482960024,20.85277514550191,54373700
2008-04-14,20.26771354675293,20.448288332324047,20.17381526443351,20.397727612792337,43418100
2008-04-15,20.404956817626953,20.571085338951068,20.246051455187803,20.311058507475796,34310000
2008-04-16,20.91055679321289,20.98278559173578,20.49884520218192,20.63608239919224,54107400
2008-04-17,21.10558319091797,21.19225970546063,20.87444765570616,21.033354369421623,48743300
2008-04-18,21.668987274169922,21.74121750728591,21.387290880462388,21.67621043524923,73658900
2008-04-21,21.97234344482422,22.102357531463802,21.75565421887591,21.806214946418752,54411700
2008-04-22,21.84955596923828,22.17459123720673,21.64731164942717,22.13125228302646,67387500
2008-04-23,22.716312408447266,22.72353418873339,21.885667152538705,21.994013144301746,98351500
2008-04-24,22.9691162109375,23.18580544064055,22.506845119476843,22.846325280058696,115416700
2008-04-25,21.546192169189453,21.950679468508863,21.380063629178586,21.705097549502867,145194900
2008-04-28,20.93946647644043,21.553421448267613,20.81667548207499,21.524528801274695,97473000
2008-04-29,20.686647415161133,20.87444536129809,20.549411567261142,20.802215170064443,84428900
